year,company,country_iso3,process_node_nm,fab_type,monthly_wafer_capacity,fab_started_year,ticker,segment,revenue_usd_bn,operating_margin_pct,operating_income_usd_bn,rd_spend_usd_bn,capex_usd_bn,ai_chip_launches,total_ai_shipments,total_ai_revenue_m,avg_memory_gb,avg_fp16_tflops,avg_tdp,avg_chip_price,highest_chip_price,lowest_chip_price,export_control_events,avg_severity_score,us_actions,china_actions,netherlands_actions,worldwide_sales,average_monthly_sales,max_monthly_sales,fab_age,rd_ratio,capex_ratio,operating_income_ratio,ai_revenue_per_chip,sales_per_launch,price_spread,company_fab_age_ratio,shipments_per_launch,revenue_per_ai_launch,profit_margin,performance_score,performance_per_watt,price_index,price_volatility,export_risk_score,geo_risk,innovation_score,investment_score,ai_market_score,sales_variation,growth_potential
2025,TSMC,TWN,5,logic_leading,165947,2020,TSM,foundry,108.13,38.8,41.93,8.65,48.66,30.0,4876006.0,112487.8,147.96666666666667,927.7333333333332,1270.2666666666669,11861.496,37949.43,1.8,7.0,6.857142857142857,6.0,1.0,0.0,1591280610.0,26521343.5,85348277.0,5,0.07999630000928236,0.4500138680290958,0.38777397218372356,0.023069655150207948,51331632.58064516,37947.63,0.0024679170779861796,157290.51612903227,3628.6387096774192,38.8,137273.60888888888,0.7297708322408095,0.31255234789171027,3.1989582968036405,48.0,13.857142857142858,239.9889000278471,17.460538079528916,4523.633299733333,58826933.5,3.599944439519315
2026,TSMC,TWN,5,logic_leading,165561,2020,TSM,foundry,113.25,37.6,42.53,9.06,50.96,30.0,2935334.0,70687.7,147.96666666666667,927.7333333333332,1270.2666666666669,10463.3045,33556.33,2.09,3.0,8.0,2.0,1.0,0.0,1088320154.0,43532806.16,131937729.0,6,0.07999999929359825,0.4499779209714974,0.37554083553606327,0.024081646558229298,35107101.741935484,33554.240000000005,0.0029600394671928957,94688.19354838709,2280.248387096774,37.6,137273.60888888888,0.7297708322408095,0.31180384434637676,3.2065427759675766,24.0,11.0,239.99999788079472,16.919169828528304,2723.2071962666664,88404922.84,3.59982333598546
2018,TSMC,TWN,7,logic_leading,0,2018,TSM,foundry,34.58,37.1,12.84,2.77,15.56,0.0,0.0,0.0,0.0,0.0,0.0,6.297499999999999,8.43,4.13,1.0,5.0,1.0,0.0,0.0,937556570.0,15625942.833333334,44840672.0,0,0.08010410410340937,0.44997106853756313,0.371312886890894,0.0,937556570.0,4.3,0.0,0.0,0.0,37.1,0.0,0.0,0.6678154825026511,0.5892428914011648,5.0,6.0,0.0,16.693926642743595,0.0,29214729.166666664,3.604452931765531
2019,TSMC,TWN,7,logic_leading,42633,2018,TSM,foundry,40.91,39.9,16.3,3.27,18.41,0.0,0.0,0.0,0.0,0.0,0.0,4.458333333333333,6.97,2.85,2.0,6.0,2.0,0.0,0.0,824613952.0,13743565.866666667,38651660.0,1,0.07993155512267039,0.45001221095056937,0.3984355805808952,0.0,824613952.0,4.119999999999999,0.0004950495049504951,0.0,0.0,39.9,0.0,0.0,0.5593893768297783,0.7548091603053434,12.0,8.0,0.0,17.955487216927718,0.0,24908094.133333333,3.5970175845470207
2020,TSMC,TWN,7,logic_leading,92536,2018,TSM,foundry,45.25,38.0,17.18,3.62,20.36,4.0,40006.0,600.1,34.0,197.75,307.5,3.8054166666666656,4.82,2.71,3.0,8.0,3.0,0.0,0.0,880778716.0,14679645.266666668,41756367.0,2,0.07999999823204425,0.44994474143768526,0.37966849989682877,0.014999875021871173,176155743.2,2.1100000000000003,0.0009896091044037606,8001.2,120.02000000000001,38.0,6723.5,0.6410048622366289,0.6538516609392896,0.4390878349085235,24.0,11.0,31.999999292817698,17.09790017463204,7.9111865,27076721.733333334,3.5995578519532425
2021,TSMC,TWN,7,logic_leading,129499,2018,TSM,foundry,62.97,39.5,24.9,5.04,28.34,7.0,209085.0,3136.2000000000003,44.57142857142857,243.57142857142856,307.1428571428572,4.252083333333333,5.1,2.93,1.0,5.0,1.0,0.0,0.0,1111785028.0,18529750.466666665,52923444.0,3,0.08003811211627582,0.450055574876043,0.39542638724112456,0.014999569555111295,138973128.5,2.1699999999999995,0.001483679525222552,26135.625,392.02500000000003,39.5,10856.326530612243,0.7904496986555398,0.6970628415300547,0.41316937723125735,5.0,6.0,56.02667848139306,17.777195207603697,50.92713214285714,34393693.53333333,3.6021598560483694
2022,TSMC,TWN,7,logic_leading,146937,2018,TSM,foundry,74.93,38.9,29.18,5.99,33.72,8.0,152204.0,2283.0,43.0,236.875,290.625,80.2238888888889,278.45,2.05,4.0,9.0,4.0,0.0,0.0,1148168388.0,19136139.8,54549224.0,4,0.0799412774597454,0.45002001267823283,0.38943012959522044,0.014999507243520253,127574265.33333333,276.4,0.001977261492832427,16911.555555555555,253.66666666666666,38.9,10185.625,0.8122588941277326,0.28707779169400216,3.402939748158382,36.0,13.0,63.95302196779632,17.505778493183257,36.0533225,35413084.2,3.5975174695948757
2023,TSMC,TWN,7,logic_leading,151030,2018,TSM,foundry,70.42,41.1,28.94,5.63,31.69,15.0,991098.0,23611.1,156.0,414.9333333333333,343.8,7427.86695652174,35640.01,1.38,7.0,7.428571428571429,3.0,3.0,1.0,1053770850.0,17562847.5,51618069.0,5,0.07994887702429881,0.4500141941207868,0.4109627888247261,0.02382314985687605,65860678.125,35638.630000000005,0.0024703557312252965,61943.625,1475.69375,41.1,64729.59999999999,1.2034029389017786,0.20840786937636557,4.797317034829,52.0,14.428571428571429,119.92331553644821,18.495583378364337,411.23959679999996,34055221.5,3.5978129464951722
2024,TSMC,TWN,7,logic_leading,134531,2018,TSM,foundry,88.89,41.3,36.71,7.11,40.0,26.0,4904042.0,109819.4,145.5,804.6923076923077,1360.7692307692307,9161.659411764706,42124.09,1.91,6.0,6.666666666666667,4.0,2.0,0.0,1261097212.0,21018286.866666667,61310821.0,6,0.07998649926891102,0.44999437000793824,0.4129823330747853,0.02239364540645341,46707304.14814815,42122.17999999999,0.002962962962962963,181631.1851851852,4067.385185185185,41.3,117082.73076923078,0.5909167937637689,0.2174869991201136,4.597156579444151,40.0,12.666666666666668,207.96489809916866,18.584767481327848,3946.244874,40292534.13333333,3.5993474347654026
2025,TSMC,TWN,7,logic_leading,149236,2018,TSM,foundry,108.13,38.8,41.93,8.65,48.66,30.0,4876006.0,112487.8,147.96666666666667,927.7333333333332,1270.2666666666669,11861.496,37949.43,1.8,7.0,6.857142857142857,6.0,1.0,0.0,1591280610.0,26521343.5,85348277.0,7,0.07999630000928236,0.4500138680290958,0.38777397218372356,0.023069655150207948,51331632.58064516,37947.63,0.0034550839091806516,157290.51612903227,3628.6387096774192,38.8,137273.60888888888,0.7297708322408095,0.31255234789171027,3.1989582968036405,48.0,13.857142857142858,239.9889000278471,17.460538079528916,4523.633299733333,58826933.5,3.599944439519315
2026,TSMC,TWN,7,logic_leading,148514,2018,TSM,foundry,113.25,37.6,42.53,9.06,50.96,30.0,2935334.0,70687.7,147.96666666666667,927.7333333333332,1270.2666666666669,10463.3045,33556.33,2.09,3.0,8.0,2.0,1.0,0.0,1088320154.0,43532806.16,131937729.0,8,0.07999999929359825,0.4499779209714974,0.37554083553606327,0.024081646558229298,35107101.741935484,33554.240000000005,0.003946719289590528,94688.19354838709,2280.248387096774,37.6,137273.60888888888,0.7297708322408095,0.31180384434637676,3.2065427759675766,24.0,11.0,239.99999788079472,16.919169828528304,2723.2071962666664,88404922.84,3.59982333598546
2015,TSMC,TWN,16,logic_mature,0,2015,TSM,foundry,27.31,42.3,11.56,2.18,12.29,0.0,0.0,0.0,0.0,0.0,0.0,2.605833333333333,3.38,2.0,0.0,0.0,0.0,0.0,0.0,670335722.0,11172262.033333331,30990284.0,0,0.07982423728215902,0.450018291833823,0.42328815733108177,0.0,670335722.0,1.38,0.0,0.0,0.0,42.3,0.0,0.0,0.5949391171993911,0.3827131962098452,0.0,0.0,0.0,19.03577374457071,0.0,19818021.96666667,3.5922366908654975
2016,TSMC,TWN,16,logic_mature,62369,2015,TSM,foundry,29.19,43.4,12.66,2.34,13.14,0.0,0.0,0.0,0.0,0.0,0.0,2.89625,3.78,1.85,0.0,0.0,0.0,0.0,0.0,677861710.0,11297695.166666666,32073453.0,1,0.08016443713037213,0.45015414696285894,0.43371015985919287,0.0,677861710.0,1.9299999999999997,0.0004957858205255329,0.0,0.0,43.4,0.0,0.0,0.6059100418410043,0.49534809111324984,0.0,0.0,0.0,19.53668997818808,0.0,20775757.833333336,3.6086353813180407
2017,TSMC,TWN,16,logic_mature,119768,2015,TSM,foundry,32.11,37.4,12.02,2.57,14.45,0.0,0.0,0.0,0.0,0.0,0.0,4.944166666666667,7.11,3.5,0.0,0.0,0.0,0.0,0.0,824441888.0,13740698.133333333,39171620.0,2,0.08003736904274777,0.4500155574582511,0.37433820073689816,0.0,824441888.0,3.6100000000000003,0.0009910802775024777,0.0,0.0,37.4,0.0,0.0,0.6096383066173449,0.6073180989765877,0.0,0.0,0.0,16.830581848938593,0.0,25430921.866666667,3.601806124726391
2018,TSMC,TWN,16,logic_mature,196357,2015,TSM,foundry,34.58,37.1,12.84,2.77,15.56,0.0,0.0,0.0,0.0,0.0,0.0,6.297499999999999,8.43,4.13,1.0,5.0,1.0,0.0,0.0,937556570.0,15625942.833333334,44840672.0,3,0.08010410410340937,0.44997106853756313,0.371312886890894,0.0,937556570.0,4.3,0.0014858841010401188,0.0,0.0,37.1,0.0,0.0,0.6678154825026511,0.5892428914011648,5.0,6.0,0.0,16.693926642743595,0.0,29214729.166666664,3.604452931765531
2019,TSMC,TWN,16,logic_mature,175711,2015,TSM,foundry,40.91,39.9,16.3,3.27,18.41,0.0,0.0,0.0,0.0,0.0,0.0,4.458333333333333,6.97,2.85,2.0,6.0,2.0,0.0,0.0,824613952.0,13743565.866666667,38651660.0,4,0.07993155512267039,0.45001221095056937,0.3984355805808952,0.0,824613952.0,4.119999999999999,0.0019801980198019802,0.0,0.0,39.9,0.0,0.0,0.5593893768297783,0.7548091603053434,12.0,8.0,0.0,17.955487216927718,0.0,24908094.133333333,3.5970175845470207
2020,TSMC,TWN,16,logic_mature,189222,2015,TSM,foundry,45.25,38.0,17.18,3.62,20.36,4.0,40006.0,600.1,34.0,197.75,307.5,3.8054166666666656,4.82,2.71,3.0,8.0,3.0,0.0,0.0,880778716.0,14679645.266666668,41756367.0,5,0.07999999823204425,0.44994474143768526,0.37966849989682877,0.014999875021871173,176155743.2,2.1100000000000003,0.002474022761009401,8001.2,120.02000000000001,38.0,6723.5,0.6410048622366289,0.6538516609392896,0.4390878349085235,24.0,11.0,31.999999292817698,17.09790017463204,7.9111865,27076721.733333334,3.5995578519532425
2021,TSMC,TWN,16,logic_mature,180878,2015,TSM,foundry,62.97,39.5,24.9,5.04,28.34,7.0,209085.0,3136.2000000000003,44.57142857142857,243.57142857142856,307.1428571428572,4.252083333333333,5.1,2.93,1.0,5.0,1.0,0.0,0.0,1111785028.0,18529750.466666665,52923444.0,6,0.08003811211627582,0.450055574876043,0.39542638724112456,0.014999569555111295,138973128.5,2.1699999999999995,0.002967359050445104,26135.625,392.02500000000003,39.5,10856.326530612243,0.7904496986555398,0.6970628415300547,0.41316937723125735,5.0,6.0,56.02667848139306,17.777195207603697,50.92713214285714,34393693.53333333,3.6021598560483694
2022,TSMC,TWN,16,logic_mature,187306,2015,TSM,foundry,74.93,38.9,29.18,5.99,33.72,8.0,152204.0,2283.0,43.0,236.875,290.625,80.2238888888889,278.45,2.05,4.0,9.0,4.0,0.0,0.0,1148168388.0,19136139.8,54549224.0,7,0.0799412774597454,0.45002001267823283,0.38943012959522044,0.014999507243520253,127574265.33333333,276.4,0.0034602076124567475,16911.555555555555,253.66666666666666,38.9,10185.625,0.8122588941277326,0.28707779169400216,3.402939748158382,36.0,13.0,63.95302196779632,17.505778493183257,36.0533225,35413084.2,3.5975174695948757
2023,TSMC,TWN,16,logic_mature,176020,2015,TSM,foundry,70.42,41.1,28.94,5.63,31.69,15.0,991098.0,23611.1,156.0,414.9333333333333,343.8,7427.86695652174,35640.01,1.38,7.0,7.428571428571429,3.0,3.0,1.0,1053770850.0,17562847.5,51618069.0,8,0.07994887702429881,0.4500141941207868,0.4109627888247261,0.02382314985687605,65860678.125,35638.630000000005,0.003952569169960474,61943.625,1475.69375,41.1,64729.59999999999,1.2034029389017786,0.20840786937636557,4.797317034829,52.0,14.428571428571429,119.92331553644821,18.495583378364337,411.23959679999996,34055221.5,3.5978129464951722
2024,TSMC,TWN,16,logic_mature,179554,2015,TSM,foundry,88.89,41.3,36.71,7.11,40.0,26.0,4904042.0,109819.4,145.5,804.6923076923077,1360.7692307692307,9161.659411764706,42124.09,1.91,6.0,6.666666666666667,4.0,2.0,0.0,1261097212.0,21018286.866666667,61310821.0,9,0.07998649926891102,0.44999437000793824,0.4129823330747853,0.02239364540645341,46707304.14814815,42122.17999999999,0.0044444444444444444,181631.1851851852,4067.385185185185,41.3,117082.73076923078,0.5909167937637689,0.2174869991201136,4.597156579444151,40.0,12.666666666666668,207.96489809916866,18.584767481327848,3946.244874,40292534.13333333,3.5993474347654026
2025,TSMC,TWN,16,logic_mature,187911,2015,TSM,foundry,108.13,38.8,41.93,8.65,48.66,30.0,4876006.0,112487.8,147.96666666666667,927.7333333333332,1270.2666666666669,11861.496,37949.43,1.8,7.0,6.857142857142857,6.0,1.0,0.0,1591280610.0,26521343.5,85348277.0,10,0.07999630000928236,0.4500138680290958,0.38777397218372356,0.023069655150207948,51331632.58064516,37947.63,0.004935834155972359,157290.51612903227,3628.6387096774192,38.8,137273.60888888888,0.7297708322408095,0.31255234789171027,3.1989582968036405,48.0,13.857142857142858,239.9889000278471,17.460538079528916,4523.633299733333,58826933.5,3.599944439519315
2026,TSMC,TWN,16,logic_mature,189893,2015,TSM,foundry,113.25,37.6,42.53,9.06,50.96,30.0,2935334.0,70687.7,147.96666666666667,927.7333333333332,1270.2666666666669,10463.3045,33556.33,2.09,3.0,8.0,2.0,1.0,0.0,1088320154.0,43532806.16,131937729.0,11,0.07999999929359825,0.4499779209714974,0.37554083553606327,0.024081646558229298,35107101.741935484,33554.240000000005,0.005426739023186976,94688.19354838709,2280.248387096774,37.6,137273.60888888888,0.7297708322408095,0.31180384434637676,3.2065427759675766,24.0,11.0,239.99999788079472,16.919169828528304,2723.2071962666664,88404922.84,3.59982333598546
2011,TSMC,TWN,28,logic_mature,0,2011,TSM,foundry,16.32,42.8,6.99,1.31,7.35,0.0,0.0,0.0,0.0,0.0,0.0,80.2238888888889,278.45,2.05,0.0,0.0,0.0,0.0,0.0,599042676.0,9984044.6,29511355.0,0,0.08026960292465668,0.4503676194627684,0.42830879728500015,0.0,599042676.0,276.4,0.0,0.0,0.0,42.8,0.0,0.0,0.28707779169400216,3.402939748158382,0.0,0.0,0.0,19.275734113006486,0.0,19527310.4,3.61508299843993
2012,TSMC,TWN,28,logic_mature,68869,2011,TSM,foundry,17.56,36.1,6.34,1.4,7.9,0.0,0.0,0.0,0.0,0.0,0.0,80.2238888888889,278.45,2.05,0.0,0.0,0.0,0.0,0.0,583124232.0,9718737.2,27781545.0,1,0.07972664694039595,0.44988607916366297,0.36104781543007886,0.0,583124232.0,276.4,0.0004967709885742673,0.0,0.0,36.1,0.0,0.0,0.28707779169400216,3.402939748158382,0.0,0.0,0.0,16.240887457808235,0.0,18062807.8,3.5867908596880382
2013,TSMC,TWN,28,logic_mature,137349,2011,TSM,foundry,21.36,39.1,8.34,1.71,9.61,0.0,0.0,0.0,0.0,0.0,0.0,80.2238888888889,278.45,2.05,0.0,0.0,0.0,0.0,0.0,611167728.0,10186128.8,29387866.0,2,0.08005617602733257,0.4499063459781673,0.39044941992277993,0.0,611167728.0,276.4,0.0009930486593843098,0.0,0.0,39.1,0.0,0.0,0.28707779169400216,3.402939748158382,0.0,0.0,0.0,17.591338127746344,0.0,19201737.2,3.601778162944215
2014,TSMC,TWN,28,logic_mature,215975,2011,TSM,foundry,23.93,37.4,8.96,1.91,10.77,0.0,0.0,0.0,0.0,0.0,0.0,3.405416666666667,4.5,2.49,0.0,0.0,0.0,0.0,0.0,671685834.0,11194763.9,31823947.0,3,0.07981612704487559,0.45006266401743983,0.3744253917916677,0.0,671685834.0,2.01,0.001488833746898263,0.0,0.0,37.4,0.0,0.0,0.6191666666666668,0.45625650241180354,0.0,0.0,0.0,16.83234363425225,0.0,20629183.1,3.5922258769371136
2015,TSMC,TWN,28,logic_mature,215031,2011,TSM,foundry,27.31,42.3,11.56,2.18,12.29,0.0,0.0,0.0,0.0,0.0,0.0,2.605833333333333,3.38,2.0,0.0,0.0,0.0,0.0,0.0,670335722.0,11172262.033333331,30990284.0,4,0.07982423728215902,0.450018291833823,0.42328815733108177,0.0,670335722.0,1.38,0.001984126984126984,0.0,0.0,42.3,0.0,0.0,0.5949391171993911,0.3827131962098452,0.0,0.0,0.0,19.03577374457071,0.0,19818021.96666667,3.5922366908654975
2016,TSMC,TWN,28,logic_mature,196285,2011,TSM,foundry,29.19,43.4,12.66,2.34,13.14,0.0,0.0,0.0,0.0,0.0,0.0,2.89625,3.78,1.85,0.0,0.0,0.0,0.0,0.0,677861710.0,11297695.166666666,32073453.0,5,0.08016443713037213,0.45015414696285894,0.43371015985919287,0.0,677861710.0,1.9299999999999997,0.002478929102627665,0.0,0.0,43.4,0.0,0.0,0.6059100418410043,0.49534809111324984,0.0,0.0,0.0,19.53668997818808,0.0,20775757.833333336,3.6086353813180407
2017,TSMC,TWN,28,logic_mature,203765,2011,TSM,foundry,32.11,37.4,12.02,2.57,14.45,0.0,0.0,0.0,0.0,0.0,0.0,4.944166666666667,7.11,3.5,0.0,0.0,0.0,0.0,0.0,824441888.0,13740698.133333333,39171620.0,6,0.08003736904274777,0.4500155574582511,0.37433820073689816,0.0,824441888.0,3.6100000000000003,0.002973240832507433,0.0,0.0,37.4,0.0,0.0,0.6096383066173449,0.6073180989765877,0.0,0.0,0.0,16.830581848938593,0.0,25430921.866666667,3.601806124726391
2018,TSMC,TWN,28,logic_mature,193860,2011,TSM,foundry,34.58,37.1,12.84,2.77,15.56,0.0,0.0,0.0,0.0,0.0,0.0,6.297499999999999,8.43,4.13,1.0,5.0,1.0,0.0,0.0,937556570.0,15625942.833333334,44840672.0,7,0.08010410410340937,0.44997106853756313,0.371312886890894,0.0,937556570.0,4.3,0.003467062902426944,0.0,0.0,37.1,0.0,0.0,0.6678154825026511,0.5892428914011648,5.0,6.0,0.0,16.693926642743595,0.0,29214729.166666664,3.604452931765531
2019,TSMC,TWN,28,logic_mature,200233,2011,TSM,foundry,40.91,39.9,16.3,3.27,18.41,0.0,0.0,0.0,0.0,0.0,0.0,4.458333333333333,6.97,2.85,2.0,6.0,2.0,0.0,0.0,824613952.0,13743565.866666667,38651660.0,8,0.07993155512267039,0.45001221095056937,0.3984355805808952,0.0,824613952.0,4.119999999999999,0.0039603960396039604,0.0,0.0,39.9,0.0,0.0,0.5593893768297783,0.7548091603053434,12.0,8.0,0.0,17.955487216927718,0.0,24908094.133333333,3.5970175845470207
2020,TSMC,TWN,28,logic_mature,194091,2011,TSM,foundry,45.25,38.0,17.18,3.62,20.36,4.0,40006.0,600.1,34.0,197.75,307.5,3.8054166666666656,4.82,2.71,3.0,8.0,3.0,0.0,0.0,880778716.0,14679645.266666668,41756367.0,9,0.07999999823204425,0.44994474143768526,0.37966849989682877,0.014999875021871173,176155743.2,2.1100000000000003,0.004453240969816922,8001.2,120.02000000000001,38.0,6723.5,0.6410048622366289,0.6538516609392896,0.4390878349085235,24.0,11.0,31.999999292817698,17.09790017463204,7.9111865,27076721.733333334,3.5995578519532425
2021,TSMC,TWN,28,logic_mature,216874,2011,TSM,foundry,62.97,39.5,24.9,5.04,28.34,7.0,209085.0,3136.2000000000003,44.57142857142857,243.57142857142856,307.1428571428572,4.252083333333333,5.1,2.93,1.0,5.0,1.0,0.0,0.0,1111785028.0,18529750.466666665,52923444.0,10,0.08003811211627582,0.450055574876043,0.39542638724112456,0.014999569555111295,138973128.5,2.1699999999999995,0.004945598417408506,26135.625,392.02500000000003,39.5,10856.326530612243,0.7904496986555398,0.6970628415300547,0.41316937723125735,5.0,6.0,56.02667848139306,17.777195207603697,50.92713214285714,34393693.53333333,3.6021598560483694
2022,TSMC,TWN,28,logic_mature,203670,2011,TSM,foundry,74.93,38.9,29.18,5.99,33.72,8.0,152204.0,2283.0,43.0,236.875,290.625,80.2238888888889,278.45,2.05,4.0,9.0,4.0,0.0,0.0,1148168388.0,19136139.8,54549224.0,11,0.0799412774597454,0.45002001267823283,0.38943012959522044,0.014999507243520253,127574265.33333333,276.4,0.005437469105289174,16911.555555555555,253.66666666666666,38.9,10185.625,0.8122588941277326,0.28707779169400216,3.402939748158382,36.0,13.0,63.95302196779632,17.505778493183257,36.0533225,35413084.2,3.5975174695948757
